"name","lon","lat"
"Bellevue, Washington, US","-122.15504657952559","47.595319304016435"
"Bend, Oregon, US","-121.30871846581343","44.0562205741533"
"Berkeley, California, US","-122.27230884552117","37.8706502911583"
"Billings, Montana, US","-108.55017271682841","45.789429895300096"
"Birmingham, Alabama, US","-86.80213517401185","33.52419931700818"
"Boise, Idaho, US","-116.23172995859949","43.600544920115155"
"Boston, Massachusetts, US","-71.09046158230785","42.318415774190996"
"Boulder, Colorado, US","-105.25155081065182","40.02729301145112"
"Brampton, Ontario, Canada","-79.75237359099218","43.71217898219616"
"Bridgeport, Connecticut, US","-73.19705076263422","41.191477687505426"
"British Columbia, Canada","-122.67125038450179","49.98075086873898"
"Broken Arrow, Oklahoma, US","-95.78095414606894","36.03661849988024"
"Brownsville, Texas, US","-97.46543200763071","25.967824013152587"
"Bucks County, Pennsylvania, US","-75.10681974045983","40.336886135746376"
"Buffalo, New York, US","-78.84944484075535","42.90822953457278"
"Burbank, California, US","-118.32341480691709","34.18796535880142"
"Burlington, Ontario, CA","-79.82679144834022","43.373249027601915"
"Burlington, Vermont, US","-73.21828788480953","44.48541048184255"
"Burnaby, British Columbia, CA","-122.96523096004614","49.24562736971701"
"Calgary, Alberta, CA","-114.05222240025782","51.035032601597145"
"California, US","-119.30043098845317","35.50737287374408"
"Cambdrige, Ontario, CA","-80.31951371605771","43.38716027274386"
"Cambridge, Massachusetts, US","-71.11837378492652","42.37579844972848"
"Campeche","-90.33100822683014","18.85346537238633"
"Canada","-87.57254706956482","47.5262022938486"
"Cape Coral, Florida, US","-81.99571783347689","26.64441726162717"
"Carlsbad, California, US","-117.28717647250076","33.12431704783885"
"Carmel, Indiana, US","-86.14102058784566","39.968212846477755"
"Carrollton, Texas, US","-96.90007572065274","32.98845184814365"
"Cary, North Carolina, US","-78.816338536679","35.78199991740102"
"Cedar Rapids, Iowa, US","-91.67612044732961","41.980152755982964"
"Centennial, Colorado, US","-104.87491794038708","39.595321495198206"
"Chandler, Arizona, US","-111.8516918483827","33.28267519144484"
"Charleston, South Carolina, US","-79.98566361195043","32.797978528381904"
"Charlotte, North Carolina, US","-80.81767728003612","35.2067066337518"
"Chatham-Kent, Ontario, CA","-82.1930307630074","42.428560847563666"
"Chattanooga, Tennessee, US","-85.24940055594398","35.06184574587448"
"Chesapeake, Virginia, US","-76.3024182871377","36.677744495708"
"Chester County, Pennsylvania, US","-75.74843329948585","39.97321789547865"
"Chiapas","-92.49121212110477","16.487534416350957"
"Chicago, Illinois, US","-87.68496370183313","41.861036542505225"
"Chihuahua","-106.4591996590595","28.804968701810242"
"Chula Vista, California, US","-117.02530545082641","32.626633735837274"
"Cincinnati, Ohio, US","-84.50591529845897","39.14127056903652"
"Clarksville, Tennessee, US","-87.35483919900592","36.570895838216764"
"Clearwater, Florida, US","-82.76656262049603","27.978941279422944"
"Cleveland, Ohio, US","-81.6704514896954","41.479206631341434"
"Clovis, California, US","-119.68374558252609","36.8273413386773"
"Coahuila","-102.039366992522","27.30009241771302"
"Cochise County, Arizona, US","-109.89089264777614","31.72360157895479"
"Coconino County, Arizona, US","-111.78391370963766","35.66936279497743"
"Cole County, Missouri, US","-92.29100562115902","38.521610124679036"
"Colima","-104.08033605890276","19.12960046399221"
"College Station, Texas","-96.29594551013676","30.58527489059805"
"Colorado Springs, Colorado, US","-104.76373806544278","38.87272614540406"
"Colorado, US","-105.2077729926227","39.51319188657724"
"Columbia, Missouri, US","-92.33432394154181","38.9471441947662"
"Columbia, South Carolina, US","-80.96725018499448","34.02838062957371"
"Columbus, Georgia, US","-84.92398365588406","32.50145043456661"
"Columbus, Ohio, US","-82.98500781203768","39.986171053135685"
"Commonwealth of Australia","144.4216431501352","-32.78892032346271"
"Commonwealth of the Northern Mariana Islands","145.5957224361839","16.817085397243968"
"Concord, California, US","-122.00959901860332","37.96969494663151"
"Connecticut, US","-72.87082092850571","41.502355107116"
"Contra Costa County, California, US","-122.03680855119337","37.92787622745196"
"Cook County, Illinois, US","-87.76447003194308","41.85745253585944"
"Coquitlam, British Columbia, CA","-122.77143311575382","49.297331116075796"
"Coral Springs, Florida, US","-80.2592232702004","26.270175600030534"
"Corona, California, US","-117.56896005196286","33.86484067094828"
"Corpus Christi, Texas, US","-97.38482852142488","27.730889895296087"
"Costa Mesa, California, US","-117.91466307722602","33.66222963517843"
"Dallas, Texas, US","-96.7769857166466","32.81077862201766"
"Daly City, California, US","-122.4684605662521","37.6862644693961"
"Dauphin County, Pennsylvania, US","-76.77942061237812","40.415439935892365"
"Davenport, Iowa, US","-90.59335928258687","41.553559281123704"
"Davie, Florida, US","-80.2803865746192","26.078773356505508"
"Dayton, Ohio, US","-84.19980236680104","39.779760773884334"
"Delaware County, Pennsylvania, US","-75.399033527915","39.91669780252742"
"Delaware, US","-75.53861813862346","39.35061675253574"
"Delta, British Columbia, CA","-123.01524190583797","49.10021035476985"
"Denton, Texas, US","-97.13302461102921","33.208602042350904"
"Denver, Colorado, US","-104.93523179994274","39.73304674653418"
"Des Moines, Iowa, US","-93.61552352349824","41.58315352608057"
"Detroit, Michigan, US","-83.10653802730212","42.38709194911864"
"Downey, California, US","-118.13229547747979","33.937101068111325"
"Durango","-104.90912638872882","24.928220206358"
"Durham, North Carolina, US","-78.88641199220025","35.97911761481819"
"Edinburg, Texas, US","-98.15961000310453","26.319550001111764"
"Edison, New Jersey, CA","-74.36995904950146","40.53698180883934"
"Edmonton, Alberta, CA","-113.49516784100801","53.536956378108236"
"El Cajon, California","-116.95415515243731","32.799275935205074"
"Elgin, Illinois, US","-88.32267182002734","42.03846602637594"
"Elizabeth, New Jersey, US","-74.20210309871483","40.66543917629936"
"Elk Grove, California, US","-121.39719552839787","38.41657016080675"
"El Monte, California, US","-118.02907197081812","34.07391966327389"
"El Paso, Texas, US","-106.40150162466333","31.81259694520697"
"Erie, Pennsylvania, US","-80.0730672775142","42.116467897752145"
"Escondido, California, US","-117.06831151950773","33.13126464789142"
"Estado de México","-99.64693134100837","19.35559629556478"
"Eugene, Oregon, US","-123.1130074402584","44.05705149428787"
"Evansville, Indiana, US","-87.53574415912497","37.981773991491856"
"Everett, Washington, US","-122.18818935096392","47.96109899078488"
"Fairfax County, Virginia, US","-77.26534688015406","38.84016282730955"
"Fairfax, Virginia, US","-77.2999048511569","38.85298853648394"
"Fairfield, California, US","-122.04428243224524","38.2593771716569"
"Fargo, North Dakota, US","-96.8290236793456","46.86522144954492"
"Fayetteville, North Carolina, US","-78.9679589524612","35.07504261353828"
"Florida, US","-81.6626342845549","27.822319567897868"
"Fontana, California, US","-117.45761467581713","34.103792445021156"
"Fort Collins, Colorado, US","-105.07138521414107","40.54886005502681"
"Fort Lauderdale, Florida, US","-80.14741633773693","26.138918132892286"
"Fort Myers, Florida, US","-81.84105679328657","26.623728968603455"
"Fort Wayne, Indiana, US","-85.13594495616215","41.089423025262185"
"Fort Worth, Texas, US","-97.33746447325295","32.76029799475639"
"Fremont, California, US","-121.9980851864447","37.53908905070403"
"Fresno, California, US","-119.78926720577263","36.782939148258144"
"Frisco, Texas, US","-96.82187259493811","33.15526038246221"
"Fullerton, California, US","-117.92774720470031","33.88042638403142"
"Gainesville, Florida, US","-82.34783738262436","29.671579870520834"
"Garden Grove, California, US","-117.95459368336999","33.77780021626776"
"Garland, Texas, US","-96.63440619853634","32.906459709077566"
"Gary, Indiana, US","-87.35082522138217","41.584482493353555"
"Gatineau, Quebec, CA","-75.69612345525069","45.479794940977776"
"Georgia, US","-83.88313260375072","33.3680016714074"
"Gila County, Arizona, US","-111.00230946537012","33.90682769945007"
"Gilbert, Arizona, US","-111.74596691085198","33.307922566712065"
"Glendale, Arizona, US","-112.20776758114914","33.57988593270894"
"Glendale, California, US","-118.24675254982573","34.18185429840307"
"Graham County, Arizona, US","-109.89633372499152","32.91708686797072"
"Grand Prairie, Texas, US","-97.0168625319254","32.69317065740715"
"Grand Rapids, Michigan, US","-85.65380670787476","42.95899876293542"
"Greater Sudbury, Ontario, CA","-81.02616336639605","46.54402009384553"
"Greeley, Colorado, US","-104.74838776910167","40.41392082996903"
"Green Bay, Wisconsin, US","-88.0077570914884","44.51270874334217"
"Greene County, Missouri, US","-93.32446494009615","37.25662077008936"
"Greenlee County, Arizona, US","-109.21397308698961","33.097785806884886"
"Greensboro, North Carolina, US","-79.82673428763054","36.094071158902615"
"Greenville, South Carolina, US","-82.37048250797336","34.84112949251876"
"Gresham, Oregon, US","-122.44144943969798","45.50233305801767"
"Guam, US","144.76945169733125","13.44275954785126"
"Guanajuato","-101.01018025250177","20.90195692201828"
"Guelph, Ontario, CA","-80.24514581667573","43.53893324163679"
"Guerrero","-99.92191408892688","17.66964360181247"
"Halifax, Nova Scotia, CA","-63.52739984524654","44.71556628564556"
"Hamilton, Ontario, CA","-79.88218684432158","43.241987610134096"
"Hampton, Virginia, US","-76.29535988526455","37.04874896582373"
"Harrisburg, Pennsylvania, US","-76.88400324502736","40.27532789960308"
"Hartford, Connecticut, US","-72.68345788732776","41.76593503874652"
"Hawaii, US","-157.48051268271328","21.09297958765421"
"Hayward, California, US","-122.1045865124067","37.62728613757686"
"Henderson, Nevada, US","-115.03819544691946","36.02129969881544"
"Hennepin County, Minnesota, US","-93.38688862307788","44.971521871041446"
"Hialeah, Florida, US","-80.30454581329128","25.869629320328823"
"Hidalgo","-98.88564227875865","20.478792304141965"
"High Point, North Carolina, US","-79.99292387385731","35.98940466060489"
"Hillsboro, Oregon, US","-122.9363755757268","45.52785563762412"
"Hollywood, Florida, US","-80.17635190464459","26.02572575190578"
"Honolulu, Hawaii, US","-158.0014531355691","21.421885458035153"
"Houston, Texas, US","-95.41630962868577","29.762053664920572"
"Huntington Beach, California, US","-118.00764265283786","33.69085106185992"
"Huntsville, Alabama, US","-86.61392606879394","34.699375095075105"
"Idaho, US","-115.13810494564291","44.1917575944523"
"Illinois, US","-88.39564523221125","41.27231761699882"
"Independence, Missouri, US","-94.37462123813407","39.08274011659034"
"Indianapolis and Marion County, Indiana, US","-86.13552961453648","39.79160844510118"
"Indiana, US","-86.26118521442993","40.14867415997597"
"Inglewood, California, US","-118.34637213856445","33.957618874583886"
"Iowa, US","-93.0442766513519","41.94290261136004"
"Irvine, California, US","-117.77378039165309","33.67718638005761"
"Irving, Texas, US","-96.96687914584416","32.853748792009235"
"Jackson, Mississippi, US","-90.21135653305976","32.31550002158651"
"Jacksonville, Florida, US","-81.64188230635993","30.30533175887551"
"Jalisco","-103.6123565584422","20.58127783381541"
"Jefferson City, Missouri, US","-92.18331090184476","38.559165952111705"
"Jersey City, New Jersey, US","-74.0625817573269","40.71878081955125"
"Joliet, Illinois, US","-88.14939151256605","41.53279264223287"
"Jurupa Valley, California, US","-117.46271803402017","33.99968575276079"
"Kansas City, Kansas, US","-94.72234734043012","39.11042115535183"
"Kansas City, Missouri, US","-94.54480487772783","39.09912370175929"
"Kansas, US","-96.5047070901783","38.462060403763836"
"Kelowna, British Columbia, CA","-119.44032212155626","49.88494470160861"
"Kentucky, US","-85.27204698044022","37.82017458758508"
"Kent, Washington, US","-122.21283639079299","47.3887724445185"
"Killeen, Texas, US","-97.7287514081938","31.077293682062894"
"King County, Washington, US","-122.12350887133547","47.521295636033905"
"Kingston, Ontario, CA","-76.51625853573074","44.25253770447088"
"Kitchener, Ontario, CA","-80.47582828400846","43.42691960609199"
"Knoxville, Tennessee, US","-83.95061039421883","35.968669612527854"
"Lafayette, Louisiana, US","-92.03988862614607","30.205995041641785"
"Lake County, Indiana, US","-87.39881197703981","41.51485649623459"
"Lakeland, Florida, US","-81.9590292726858","28.049441362500858"
"Lakewood, Colorado, US","-105.11135090689577","39.701308726298265"
"Lakewood, New Jersey, US","-74.20309408072468","40.07634077670035"
"Lancaster, California, US","-118.17524329998106","34.69343514387923"
"Langley, British Columbia, CA","-122.57202372331875","49.09389928033145"
"Lansing, Michigan, US","-84.5576477731566","42.714728638929294"
"La Paz County, Arizona, US","-114.08683290854863","33.813313003916676"
"Laredo, Texas, US","-99.47824231223902","27.532012485992553"
"Las Cruces, New Mexico, US","-106.77354817278024","32.32485493059877"
"Las Vegas, Nevada, US","-115.23998366688045","36.210870185287426"
"Laval, Quebec, CA","-73.7393219271491","45.583024427988924"
"League City, Texas, US","-95.1086546716522","29.487379029613795"
"Lévis, Québéc, Canada","-71.22479692010313","46.73881067038777"
"Lewisville, Texas, US","-96.98234200937068","33.04527001162522"
"Lexington, Kentucky, US","-84.48913324186182","38.02618905883753"
"Lincoln, Nebraska, US","-96.67945325121656","40.806965934428185"
"Little Rock, Arkansas, US","-92.36218372520551","34.73307947066658"
"London, Ontario, CA","-81.24519794309722","42.97406425101631"
"London Region, UK","-0.11634359329592713","51.50532031688486"
"Long Beach, California, US","-118.16904358834316","33.804510147283"
"Longueuil, Quebec, CA","-73.4582342337795","45.51842489817431"
"Los Angeles, California, US","-118.37239595137513","34.095349411839344"
"Los Angeles County, California, US","-118.26384294241225","34.06045993850112"
"Loudoun County, Virginia, US","-77.53043024014906","39.05673878394154"
"Louisiana, US","-91.50003999216038","30.696117262759483"
"Louisville and Jefferson County, Kentucky, US","-85.69145837486994","38.198402485644564"
"Lowell, Massachusetts, US","-71.32171402638184","42.63887091363062"
"Lubbock, Texas, US","-101.89059076104964","33.560973331112095"
"Macon-Bibb County, Georgia, US","-83.69194852055759","32.82299874051058"
"Madison, Wisconsin, US","-89.4055655385773","43.0742768109256"
"Maine, US","-69.73102434224691","44.317798478496265"
"Manchester, New Hampshire, US","-71.45058975105295","42.98721717488309"
"Manitoba, Canada","-97.55668293963967","50.32854919087089"
"Maricopa County, Arizona, US","-112.20719495009499","33.49207916811557"
"Marin County, California, US","-122.57105798436393","38.010780711249026"
"Markham, Ontario, CA","-79.30263515332253","43.87328964919406"
"Maryland, US","-76.7919318826322","39.098545466444556"
"Massachusetts, US","-71.36659953132225","42.2707016687183"
"McAllen, Texas, US","-98.24587895003492","26.226937161496217"
"McKinney, Texas, US","-96.67474685073554","33.19775063329477"
"Mecklenburg County, North Carolina, US","-80.81850816696178","35.233257786897845"
"Memphis, Tennessee, US","-89.95356538203791","35.11402045491024"
"Menlo Park, California, US","-122.172638514238","37.45815125682509"
"Meridian, Idaho, US","-116.39804638073737","43.61157519460257"
"Mesa, Arizona, US","-111.7627529951568","33.408443891527526"
"Mesquite, Texas, US","-96.60420254936007","32.77558091674941"
"Miami-Dade County, FL, US","-80.3405413382894","25.75834077703208"
"Miami, Florida, US","-80.22426546103705","25.782206311958205"
"Miami Gardens, Florida, US","-80.2438184845479","25.944286065381483"
"Michigan, US","-84.21488179745796","42.90919135765188"
"Michoacán","-101.8805059997209","19.20884555217637"
"Midland, Texas, US","-102.11469487891779","32.018629234701194"
"Milton, Ontario, CA","-79.88951038192482","43.514326572403874"
"Milwaukee, Wisconsin, US","-87.95648136633521","43.057171964017655"
"Minneapolis, Minnesota, US","-93.26835897865423","44.96097645977555"
"Minnesota, US","-93.5816734690406","45.22577301417274"
"Miramar, Florida, US","-80.33515012485053","25.977229961634386"
"Mississauga, Ontario, CA","-79.66505317046085","43.58555874383441"
"Mississippi, US","-89.58657816353667","32.614970101966406"
"Missouri, US","-92.20243464460874","38.421148506238424"
"Mobile, Alabama, US","-88.1213781278908","30.671502717315672"
"Modesto, California, US","-120.99606482119077","37.651675490290266"
"Mohave County, Arizona, US","-114.07782204888471","35.19762860999539"
"Montana, US","-111.2924877484961","46.79826500797628"
"Montgomery, Alabama, US","-86.24777342937283","32.35206773445198"
"Montgomery County, Maryland, US","-77.16866805491485","39.12682931391441"
"Montgomery County, Pennsylvania, US","-75.36736858386416","40.21086286967579"
"Montréal, Quebec, Canada","-73.6321994620133","45.52844788032194"
"Morelos","-99.07571199930598","18.741678138741854"
"Moreno Valley, California, US","-117.20763031757835","33.916030843494354"
"Munster, Indiana, US","-87.50227478246546","41.548641302747775"
"Murfreesboro, Tennessee, US","-86.40921332943283","35.85086995683342"
"Murrieta, California, US","-117.18635685612624","33.572168911318876"
"Myrtle Beach, South Carolina, US","-78.88539981849542","33.70888629933388"
"Napa County, California, US","-122.30635433130246","38.35790997297709"
"Naperville, Illinois, US","-88.16562837892633","41.748261841627354"
"Naples, Florida, US","-81.79486980738578","26.150219106560034"
"Nashville, Tennessee, US","-86.75128039973889","36.14553000054583"
"Navajo County, Arizona, US","-110.3129775645175","34.970596427490726"
"Nayarit","-104.85560753566504","21.808059691915208"
"Nebraska, US","-97.39611176996608","41.2004834022387"
"Nevada, US","-116.12462648368005","37.07203205998718"
"Newark, New Jersey, US","-74.18111405729537","40.73327122951785"
"New Brunswick, Canada","-65.92488071250932","46.29811781460795"
"Newfoundland and Labrador, Canada","-55.20031539927662","48.720159849129836"
"New Hampshire, US","-71.48592048291336","43.233382881588916"
"New Haven, Connecticut, US","-72.9235091889874","41.31236751503028"
"New Jersey, US","-74.45193327126877","40.424045602405094"
"New Mexico, US","-106.41475950701687","34.68147076439752"
"New Orleans, Louisiana, US","-89.99913513571498","29.98993919502908"
"Newport News, Virginia, US","-76.50602940957862","37.085691357733104"
"New South Wales, Australia","150.80182896761224","-33.40033514160657"
"New York City, New York, US","-73.92390513547521","40.718620664527904"
"New York, US","-74.6428268768959","41.520071813582426"
"New Zealand","169.10476458421658","-39.46366749979144"
"Norfolk, Virginia, US","-76.26114095713685","36.89709423502754"
"Norman, Oklahoma, US","-97.42184568774304","35.225906610026556"
"North Carolina, US","-79.64587524278005","35.540385489256906"
"North Charleston, South Carolina, US","-80.05250504913239","32.90658630741796"
"North Dakota, US","-99.36022661804799","47.352685685594544"
"Northern Ireland, UK","-6.334902542894506","54.62091529783607"
"Northern Territory, Australia","132.01181706133704","-14.591244724891183"
"North Las Vegas, Nevada, US","-115.11687925984612","36.27879409358809"
"Northwest Territories, Canada","-118.60394743590082","63.83037632789835"
"Norwalk, California, US","-118.0829073932792","33.90687891714376"
"Nova Scotia, Canada","-63.30305465107324","44.99329919846972"
"Nuevo León","-99.96828820913343","25.572144108558266"
"Oakland, California, US","-122.22679337101133","37.789391537656144"
"Oakville, Ontario, CA","-79.71848283613167","43.45488806190201"
"Oaxaca","-96.45463644508143","16.962783616716234"
"Oceanside, California, US","-117.31202127217314","33.22081064326559"
"Odessa, Texas, US","-102.35577162386095","31.877186747450054"
"Ohio, US","-82.77031481149976","40.45000799139277"
"Oklahoma City, Oklahoma, US","-97.54417953261166","35.478668125649115"
"Oklahoma, US","-96.84438707180561","35.59897522795839"
"Olathe, Kansas, US","-94.80819317621213","38.88277131070072"
"Omaha, Nebraska, US","-96.04575312407154","41.26126364732161"
"Ontario, California, US","-117.60642005653492","34.039272090808936"
"Ontario, Canada","-79.85972063787578","44.293054129212976"
"Orange, California, US","-117.8273669726195","33.80302937718817"
"Orange County, California, US","-117.83317511358027","33.73525602469423"
"Oregon Metro, US","-122.68163832795226","45.4832904391094"
"Oregon, US","-122.52041143314962","44.69930416751331"
"Orlando, Florida, US","-81.36955871482651","28.508771475724863"
"Oshawa, Ontario, CA","-78.87069094209518","43.93003198226429"
"Ottawa, Ontario, Canada","-75.71064819280946","45.35430373712743"
"Overland Park, Kansas, US","-94.6866381672771","38.91208930521275"
"Oxnard, California, US","-119.17890778392619","34.192290092248655"
"Palm Bay, Florida, US","-80.66277286667467","27.986069686167788"
"Palmdale, California, US","-118.09008139027114","34.58359723615341"
"Pasadena, California, US","-118.13639719605489","34.15802182267881"
"Pasadena, Texas, US","-95.16814139651392","29.670917091556895"
"Paterson, New Jersey, US","-74.16261109003644","40.914716281089085"
"Pearland, Texas, US","-95.3200788346492","29.55851866077036"
"Pembroke Pines, Florida, US","-80.32781114616125","26.012228427762246"
"Pennsylvania, US","-77.0384599691162","40.462968494344096"
"Peoria, Arizona, US","-112.26247935030649","33.67140803923977"
"Peoria, Illinois, US","-89.6148261700478","40.739926489360606"
"Philadelphia, Pennsylvania, US","-75.1399952465174","40.00364272262897"
"Phoenix, Arizona, US","-112.0905499228682","33.541747316672804"
"Pima County, Arizona, US","-111.13836928653366","32.169882639642644"
"Pinal County, Arizona, US","-111.51686655035232","33.02038003547469"
"Pittsburgh, Pennsylvania, US","-79.97310657958181","40.4413886035493"
"Plano, Texas, US","-96.748687524146","33.05023649100761"
"Pomona, California, US","-117.7595017758855","34.0576806191184"
"Pompano Beach, Florida","-80.12647419985574","26.241088058994873"
"Portland, Oregon, US","-122.6504145376738","45.53709131293508"
"Port St. Lucie, Florida, US","-80.38820958312706","27.279548472931406"
"Prince Edward Island, Canada","-63.32103088446588","46.362459064583035"
"Prince Georges County, Maryland, US","-76.87320714810072","38.88908750474584"
"Providence, Rhode Island, US","-71.42406590242012","41.82325379873909"
"Provo, Utah, US","-111.65630193486852","40.24388262401233"
"Puebla","-97.89497436655938","19.009010945556916"
"Pueblo, Colorado, US","-104.6165577014009","38.26544774976967"
"Puerto Rico, US","-66.34715615818463","18.267995798983215"
"Quebec, Canada","-72.78357385962566","46.33323905030756"
"Quebec City,  Quebec, CA","-71.29078006678836","46.83674655151373"
"Queensland, Australia","151.7262142238372","-25.83845248195847"
"Querétaro","-99.8458114888224","20.854866678537718"
"Quintana Roo","-88.12028483488001","19.599632262243457"
"Raleigh, North Carolina, US","-78.6447253455309","35.82908136611736"
"Ramsey County, Minnesota, US","-93.10308389365113","44.99203033469011"
"Rancho Cucamonga, California, US","-117.56749481005787","34.1236172227782"
"Regina, Saskatchewan, CA","-104.61974393501625","50.45582177272729"
"Reno, Nevada, US","-119.8376036949033","39.52715397510969"
"Renton, Washington, US","-122.19034066536689","47.475859702473464"
"Rhode Island, US","-71.45435357669912","41.7443210033136"
"Rialto, California","-117.38851000511949","34.112772051780965"
"Richardson, Texas, US","-96.70930454795182","32.97165692529825"
"Richland County, South Carolina, US","-80.97039473739409","34.06407432870385"
"Richmond, British Columbia, CA","-123.10899191945364","49.16296717845766"
"Richmond, California, US","-122.33927254327531","37.93655822613033"
"Richmond Hill, Ontario, CA","-79.42916266623244","43.892924481307055"
"Richmond, Virginia, US","-77.46949299212777","37.53529774450348"
"Riverside, California, US","-117.40887425625506","33.9382176509732"
"Rochester, Minnesota, US","-92.47859123213755","44.0263390803594"
"Rochester, New York, US","-77.6127178689243","43.16703902883719"
"Rockford, Illinois, US","-89.0643607877167","42.268638871163446"
"Roseville, California, US","-121.30668679455906","38.76766082588756"
"Round Rock, Texas, US","-97.66611286836232","30.5253925639165"
"Saanich, British Columbia, CA","-123.38992363496122","48.49689451903336"
"Sacramento, California, US","-121.47198348919649","38.55945606528733"
"Sacramento County","-121.36473463155536","38.55136992314256"
"Saguenay, Québéc, Canada","-71.11420044862548","48.39235053281011"
"Salem, Oregon, US","-123.02389552030435","44.92784377089894"
"Salinas, California, US","-121.63209077908327","36.69038224633533"
"Salt Lake City, Utah, US","-111.88490526444949","40.75723801305863"
"San Angelo, Texas, US","-100.45412100508076","31.449167204957156"
"San Antonio, Texas, US","-98.52841630261986","29.472206744958783"
"San Bernardino, California, US","-117.2927071877326","34.13672354874145"
"San Diego, California, US","-117.12392959725089","32.79403665734447"
"San Diego County, California, US","-116.94326123852095","32.908132568704914"
"Sandy Springs, Georgia, US","-84.36873011513606","33.9375181308951"
"San Francisco, California, US","-122.43942482637605","37.75960237426629"
"San Jose, California, US","-121.85056035623312","37.297152885650206"
"San Luis Potosí","-100.41787707897988","22.583698843480732"
"San Mateo, California, US","-122.311054240391","37.560357955721535"
"San Mateo County, California, US","-122.30503307644487","37.55041601567687"
"Santa Ana, California, US","-117.88290152543301","33.73700244415734"
"Santa Clara, California, US","-121.97070447511223","37.35894826220248"
"Santa Clara County, California, US","-121.83644814949116","37.29723548258886"
"Santa Clarita, California, US","-118.5035257201195","34.41191448425161"
"Santa Cruz County, Arizona, US","-110.91966863623007","31.46237454378641"
"Santa Maria, California, US","-120.43893752376269","34.94525603790107"
"Santa Rosa, California, US","-122.71322089109844","38.44431993896979"
"Saskatchewan, Canada","-105.68225821245504","51.67356831189874"
"Saskatoon, Saskatchewan, CA","352165.29681418923","5251648.91074977"
"Savannah, Georgia, US","-81.14848835566279","32.033041451397295"
"Scotland, UK","-3.7662434193847902","56.250193138770804"
"Scottsdale, Arizona, US","-111.86502924206945","33.68723024544068"
"Seattle, Washington, US","-122.33292762084021","47.63011921118933"
"Sherbrooke, Québéc, CA","-71.91274173543013","45.396011825366664"
"Shreveport, Louisiana, US","-93.78197405676757","32.45554781210846"
"Simi Valley, California, US","-118.74834021199563","34.27911105020892"
"Sinaloa","-107.48373202464391","24.995823266963523"
"Sioux Falls, South Dakota, US","-96.73212058275728","43.53353941264856"
"Solano County, California, US","-122.02718950877716","38.2506664087626"
"Sonoma County, California, US","-122.78168643868977","38.45620046345508"
"Sonora","-110.80455845802271","29.695527260251403"
"South Australia","138.45756165530202","-34.59939258549294"
"South Bend, Indiana, US","-86.26109603992211","41.672112487709555"
"South Carolina, US","-81.01979718612975","34.01259413117254"
"South Dakota, US","-99.13886134486252","44.07524305103285"
"Sparks, Nevada, US","-119.72413049435146","39.569852735383414"
"Spokane Valley, Washington, US","-117.23459987511335","47.662589386922484"
