id,sk,name_formal,state,gov_type,country_code,official_count,term_length,url,upcoming_election,ue_remarks,ue_url_1,special,runoff
4229,2897,Lake County Council,IN,LOCAL,US,7,4 years,https://www.lakecountyin.org/portal/group/council/page/default,2022-11-08 00:00:00+00,,https://www.lakecountyil.gov/163/Elections,FALSE,FALSE
4234,2543,Oregon Metro Council President,OR,LOCAL,US,1,4 years,http://www.oregonmetro.gov/regional-leadership/metro-council,2026-05-19 00:00:00+00,"Districts 1, 2, 4, 6, and President.","https://ballotpedia.org/Municipal_elections_in_Multnomah_County,_Oregon_(2022)#Metro_Council",FALSE,FALSE
4297,3323,Woodbridge Township Council,NJ,LOCAL,US,9,4 years,http://www.twp.woodbridge.nj.us/340/Council,2023-11-07 00:00:00+00,At-large seats,,FALSE,FALSE
4320,3125,Knoxville Mayor,TN,LOCAL,US,1,4 years,http://www.knoxvilletn.gov/cms/One.aspx?portalId=109562&pageId=131050,2023-11-07 00:00:00+00,"Mayor and City Council At Large Seat A, At Large Seat B, At Large Seat C, District 5",http://knoxvilletn.gov/residents/newcomer_information/election_information,FALSE,FALSE
4328,547,Tasmania Legislative Council,TAS,STATE,AS,15,6 years,http://www.parliament.tas.gov.au/,2023-05-06 00:00:00+00,"Launceston, Murchison, Rumney",,FALSE,FALSE
4341,3317,Edison Township Council,NJ,LOCAL,US,7,4 years,http://www.edisonnj.org/departments/council/index.php,2023-11-07 00:00:00+00,,,FALSE,FALSE
4349,3227,Billings Mayor,MT,LOCAL,US,1,4 years,http://ci.billings.mt.us/113/Mayor,2025-11-04 00:00:00+00,,,FALSE,FALSE
4384,3270,Escondido City Council,CA,LOCAL,US,5,4 years,https://www.escondido.org/city-council.aspx,2022-11-08 00:00:00+00,"Mayor, 1, 2",,FALSE,FALSE
4405,3291,Mayor of Everett,WA,LOCAL,US,1,4 years,https://everettwa.gov/270/Mayors-Office,2025-11-04 00:00:00+00,"Districts 1-5, Mayor",,FALSE,FALSE
4425,1148,Bronx Borough President,NY,LOCAL,US,1,4 years,http://bronxboropres.nyc.gov/,2025-11-04 00:00:00+00,,,FALSE,FALSE
4429,9,Vermont Governor,VT,STATE,US,1,2 years,http://governor.vermont.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
4431,640,Alabama Governor,AL,STATE,US,1,4 years,http://www.governor.alabama.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
4454,601,West Virginia Governor,WV,STATE,US,1,4 years,http://www.governor.wv.gov/Pages/default.aspx,2024-11-05 00:00:00+00,,,FALSE,FALSE
4464,434,Georgia Governor,GA,STATE,US,1,4 years,http://gov.georgia.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
4469,724,Oregon Governor,OR,STATE,US,1,4 years,http://www.oregon.gov/gov/pages/index.aspx,2022-11-08 00:00:00+00,,https://sos.oregon.gov/voting-elections/pages/default.aspx,FALSE,FALSE
4485,147,Houston Mayor,TX,LOCAL,US,1,4 years,http://www.houstontx.gov/council/index.html,2023-11-07 00:00:00+00,,,FALSE,FALSE
4488,3318,Mayor of Edison Township,NJ,LOCAL,US,1,4 years,http://www.edisonnj.org/departments/mayor/index.php,2025-11-04 00:00:00+00,,,FALSE,FALSE
4491,231,Detroit Mayor,MI,LOCAL,US,1,4 years,http://www.detroitmi.gov/Government/Mayors-Office,2025-11-04 00:00:00+00,,,FALSE,FALSE
4556,3073,Lincoln Mayor,NE,LOCAL,US,1,4 years,https://lincoln.ne.gov/city/mayor/index.htm,2023-05-02 00:00:00+00,,,FALSE,FALSE
4565,3081,Fort Wayne Mayor,IN,LOCAL,US,1,4 years,https://www.cityoffortwayne.org/mayor-office.html,2023-11-07 00:00:00+00,all,https://www.cityoffortwayne.org/city-council.html,FALSE,FALSE
4566,3082,Fort Wayne City Council,IN,LOCAL,US,9,4 years,https://www.cityoffortwayne.org/city-council-home.html,2023-11-07 00:00:00+00,all,https://www.cityoffortwayne.org/city-council.html,FALSE,FALSE
4573,956,Oklahoma City Mayor,OK,LOCAL,US,1,4 years,http://www.okc.gov/council/,2026-03-10 00:00:00+00,"If one candidate wins a majority of all votes, there is no general election",,FALSE,FALSE
4623,676,Pennsylvania Governor,PA,STATE,US,1,4 years,https://www.governor.pa.gov/,2022-11-08 00:00:00+00,Odd-numbered Senators elected in 2020 had their terms limited to 2 years due to redistricting. They will serve out the remainder of their term in new districts.,,FALSE,FALSE
4642,3330,Mayor of Renton,WA,LOCAL,US,1,4 years,https://rentonwa.gov/cms/one.aspx?pageId=8568263,2023-11-07 00:00:00+00,Mayor and 4 council seats,https://www.kingcounty.gov/depts/elections.aspx,FALSE,FALSE
4650,140,Tucson Mayor,AZ,LOCAL,US,1,,https://www.tucsonaz.gov/city-government,2023-11-07 00:00:00+00,"Mayor, Wards 1, 2, and 4",https://www.tucsonaz.gov/clerks/elections,FALSE,FALSE
4691,135,Governor of San Luis Potosí,SLP,STATE,MX,1,6 years,http://www.slp.gob.mx/gobernador.aspx,2027-06-06 00:00:00+00,All,,FALSE,FALSE
4692,352,Atlanta Mayor,GA,LOCAL,US,1,,https://www.atlantaga.gov/government/mayor-s-office,2025-11-04 00:00:00+00,,,FALSE,FALSE
4697,77,St. Paul Mayor,MN,LOCAL,US,1,4 years,https://www.stpaul.gov/departments/mayors-office,2025-11-04 00:00:00+00,,,FALSE,FALSE
4698,2876,Jackson Mayor,MS,LOCAL,US,1,4 years,http://www.jacksonms.gov/index.aspx?NID=245,2025-06-03 00:00:00+00,All districts are up for election.,,FALSE,FALSE
4703,754,Jersey City Mayor,NJ,LOCAL,US,1,4 years,https://www.cityofjerseycity.com/cityhall/mayorfulop,2025-11-04 00:00:00+00,,,FALSE,FALSE
4711,307,Buffalo Mayor,NY,LOCAL,US,1,,https://www.buffalony.gov/490/Mayor,2025-11-04 00:00:00+00,,,FALSE,FALSE
4714,669,Syracuse Mayor,NY,LOCAL,US,1,4 years,http://www.syrgov.net/Mayors_Biography.aspx,2025-11-04 00:00:00+00,,,FALSE,FALSE
4716,880,Cincinnati Mayor,OH,LOCAL,US,1,4 years,https://www.cincinnati-oh.gov/mayor/,2025-11-04 00:00:00+00,,,FALSE,FALSE
4762,610,Fort Collins Mayor,CO,LOCAL,US,1,2 years,https://www.fcgov.com/council/,2023-04-04 00:00:00+00,"Mayor and districts 2, 4 and 6",https://www.fcgov.com/elections/,FALSE,FALSE
4787,879,Northern Ireland Assembly,NIR,STATE,UK,90,5 Years,http://www.niassembly.gov.uk/,2027-05-06 00:00:00+00,,,FALSE,FALSE
4793,3099,Fremont City Council,CA,LOCAL,US,7,4 years,https://www.fremont.gov/598/Mayor,2022-11-08 00:00:00+00,3 seats,,FALSE,FALSE
4799,3117,Shreveport Mayor,LA,LOCAL,US,1,4 years,https://www.shreveportla.gov/index.aspx?nid=509,2022-11-08 00:00:00+00,All,,FALSE,FALSE
4812,1044,Alaska House of Representatives,AK,STATE,US,40,2 years,http://akleg.gov/house.php,2022-11-08 00:00:00+00,,,FALSE,FALSE
4814,1096,Alaska State Senate,AK,STATE,US,20,4 years,http://akleg.gov/senate.php,2022-11-08 00:00:00+00,"Districts A, C, E, G, I, K, M, O, Q, S",,FALSE,FALSE
4868,305,Mayor of Windsor,ON,LOCAL,CA,1,4 years,https://www.citywindsor.ca/mayorandcouncil/Pages/Mayor-and-City-Council.aspx,2022-10-24 00:00:00+00,Mayor and City Council,https://www.citywindsor.ca/cityhall/municipal-election/pages/municipal-election.aspx,FALSE,FALSE
4875,4873,Kitchener Mayor,ON,LOCAL,CA,1,4 years,https://www.kitchener.ca/en/city-services/mayor.aspx,2022-10-24 00:00:00+00,Mayor and City Council,https://www.kitchener.ca/en/city-services/election.aspx,FALSE,FALSE
4881,4880,Saskatoon Mayor,SK,LOCAL,CA,1,4 years,https://www.saskatoon.ca/city-hall/mayor-city-councillors/mayors-office,2024-10-23 00:00:00+00,,https://www.saskatoon.ca/voting-elections,FALSE,FALSE
4925,707,Mayor of Winnepeg,MB,LOCAL,CA,1,4 years,https://www.winnipeg.ca/interhom/mayor/default.asp,2022-10-26 00:00:00+00,Mayor plus 15 councillors,,FALSE,FALSE
4926,744,Winnipeg City Council,MB,LOCAL,CA,15,4 years,http://www.winnipeg.ca/council/,2022-10-26 00:00:00+00,Mayor plus 15 councillors,,FALSE,FALSE
4928,4840,Hamilton Mayor,ON,LOCAL,CA,1,4 years,https://www.hamilton.ca/council-committee/mayor-council/mayors-office-mayor-fred-eisenberger,2022-10-24 00:00:00+00,Mayor + 15 city councillors,,FALSE,FALSE
4929,4841,Hamilton City Council,ON,LOCAL,CA,15,4 years,https://www.hamilton.ca/council-committee/mayor-council/city-councillors,2022-10-24 00:00:00+00,Mayor + 15 city councillors,,FALSE,FALSE
4949,2730,La Paz County Board of Supervisors,AZ,LOCAL,US,3,4 years,http://www.co.la-paz.az.us/231/Board-of-Supervisors,2024-11-05 00:00:00+00,,,FALSE,FALSE
4962,4909,Burnaby Mayor,BC,LOCAL,CA,1,,https://www.burnaby.ca/Our-City-Hall/Mayor---Council.html,2022-10-15 00:00:00+00,Mayor and City Council,https://www.burnaby.ca/our-city-hall/elections.html,FALSE,FALSE
4973,4884,Markham City Council,ON,LOCAL,CA,12,4 years,https://www.markham.ca/wps/portal/home/about/city-hall/regional-ward-councillors/02-regional-ward-councillors,2022-10-24 00:00:00+00,"Mayor, 4 regional councillors and 8 ward councillors",,FALSE,FALSE
4975,712,Vaughan City Council,ON,LOCAL,CA,8,4 years,https://www.vaughan.ca/council/Pages/default.aspx,2022-10-24 00:00:00+00,Mayor plus 3 at-large councillors and 5 district councillors,,FALSE,FALSE
4982,901,South Carolina Governor,SC,STATE,US,1,4 years,https://governor.sc.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
4986,3239,Concord City Council,CA,LOCAL,US,5,4 years,http://www.cityofconcord.org/237/Mayor-City-Council,2022-11-08 00:00:00+00,,http://www.cityofconcord.org/page.asp?pid=1012,FALSE,FALSE
5015,5012,Sherbrooke Mayor,QC,LOCAL,CA,1,4 years,https://www.ville.sherbrooke.qc.ca/fr/mairie-et-vie-democratique/conseil-municipal/,2025-11-02 00:00:00+00,,,FALSE,FALSE
5039,5034,Richmond Mayor,BC,LOCAL,CA,1,4 years,https://www.richmond.ca/cityhall/council.htm,2022-10-15 00:00:00+00,Mayor plus 8 councillors,,FALSE,FALSE
5046,5044,Burlington Mayor,ON,LOCAL,CA,1,4 years,https://www.burlington.ca/en/services-for-you/Council-Members-and-Wards.asp,2022-10-24 00:00:00+00,Mayor plus 6 councillors,,FALSE,FALSE
5047,5045,Burlington City Council,ON,LOCAL,CA,6,4 years,https://www.burlington.ca/en/services-for-you/Council-Members-and-Wards.asp,2022-10-24 00:00:00+00,Mayor plus 6 councillors,,FALSE,FALSE
5050,5048,Greater Sudbury Mayor,ON,LOCAL,CA,1,4 years,https://www.greatersudbury.ca/city-hall/mayor-and-council/,2022-10-24 00:00:00+00,Mayor plus 12 councillors,,FALSE,FALSE
5054,5049,Greater Sudbury City Council,ON,LOCAL,CA,12,4 years,https://www.greatersudbury.ca/city-hall/mayor-and-council/,2022-10-24 00:00:00+00,Mayor plus 12 councillors,,FALSE,FALSE
5055,5053,Oshawa City Council,ON,LOCAL,CA,10,4 years,https://www.oshawa.ca/city-hall/city-council.asp,2022-10-24 00:00:00+00,Mayor plus 10 councillors,,FALSE,FALSE
5056,5052,Oshawa Mayor,ON,LOCAL,CA,1,4 years,https://www.oshawa.ca/city-hall/city-council.asp,2022-10-24 00:00:00+00,Mayor plus 10 councillors,,FALSE,FALSE
5059,5057,Barrie Mayor,ON,LOCAL,CA,1,4 years,https://www.barrie.ca/City%20Hall/MayorCouncil/Pages/default.aspx,2022-10-24 00:00:00+00,Mayor plus 10 councillors,,FALSE,FALSE
5072,5069,St. Catharines Mayor,ON,LOCAL,CA,1,4 years,https://www.stcatharines.ca/en/governin/MayorCouncil.asp,2022-10-24 00:00:00+00,Mayor plus 12 councillors (2 councillors represent each ward),,FALSE,FALSE
5081,5078,Cambridge Mayor,ON,LOCAL,CA,1,4 years,https://www.cambridge.ca/en/your-city/City-Council-Members.aspx,2022-10-24 00:00:00+00,All seats,,FALSE,FALSE
5095,5040,Oakville Mayor,ON,LOCAL,CA,1,4 years,https://www.oakville.ca/townhall/council.html,2022-10-24 00:00:00+00,Mayor plus 14 councillors,,FALSE,FALSE
5097,5041,Oakville Town Council,ON,LOCAL,CA,14,4 years,https://www.oakville.ca/townhall/council.html,2022-10-24 00:00:00+00,Mayor plus 14 councillors,,FALSE,FALSE
5100,5058,Barrie City Council,ON,LOCAL,CA,10,4 years,https://www.barrie.ca/City%20Hall/MayorCouncil/Pages/default.aspx,2022-10-24 00:00:00+00,Mayor plus 10 councillors,,FALSE,FALSE
5101,5083,Whitby Mayor,ON,LOCAL,CA,1,4 years,https://www.whitby.ca/en/townhall/mayorandcouncil.asp,2022-10-24 00:00:00+00,All councillors up for election,,FALSE,FALSE
5103,5082,Whitby Town Council,ON,LOCAL,CA,8,4 years,https://www.whitby.ca/en/townhall/mayorandcouncil.asp,2022-10-24 00:00:00+00,All councillors up for election,,FALSE,FALSE
5104,5089,Kelowna City Council,BC,LOCAL,CA,8,4 years,https://www.kelowna.ca/city-hall/council/mayor-council-biographies,2022-10-15 00:00:00+00,All,,FALSE,FALSE
5122,5088,Kelowna Mayor,BC,LOCAL,CA,1,4 years,https://www.kelowna.ca/city-hall/council/mayor-council-biographies,2022-10-15 00:00:00+00,All,,FALSE,FALSE
5138,5134,Ajax Mayor,ON,LOCAL,CA,1,4 years,https://www.ajax.ca/en/inside-townhall/council-members.aspx#Mayor-Shaun-Collier,2022-10-31 00:00:00+00,,,FALSE,FALSE
5148,5139,Langley Mayor,BC,LOCAL,CA,1,4 years,https://www.tol.ca/your-township/mayor-and-council/mayor-jack-froese/,2022-10-15 00:00:00+00,,,FALSE,FALSE
5156,5079,Cambridge City Council,ON,LOCAL,CA,8,4 years,https://www.cambridge.ca/en/your-city/City-Council-Members.aspx,2022-10-24 00:00:00+00,All seats,,FALSE,FALSE
5181,5181,Thunder Bay Mayor,ON,LOCAL,CA,1,4 years,https://www.thunderbay.ca/en/city-hall/city-council-thunder-bay.aspx,2022-10-24 00:00:00+00,,,FALSE,FALSE
5183,5149,Saanich Mayor,BC,LOCAL,CA,1,4 years,https://www.saanich.ca/EN/main/local-government/mayor-council/meet-your-council/fred-haynes.html,2022-10-15 00:00:00+00,,,FALSE,FALSE
5206,5150,Saanich District Council,BC,LOCAL,CA,8,4 years,https://www.saanich.ca/EN/main/local-government/mayor-council/meet-your-council.html,2022-10-15 00:00:00+00,,,FALSE,FALSE
5207,5140,Langley Township Council,BC,LOCAL,CA,8,4 years,https://www.tol.ca/your-township/mayor-and-council/,2022-10-15 00:00:00+00,,,FALSE,FALSE
5208,5130,Kingston Mayor,ON,LOCAL,CA,1,4 years,https://www.cityofkingston.ca/city-hall/mayor-and-council/mayor,2022-10-31 00:00:00+00,,,FALSE,FALSE
5221,5135,Ajax Town Council,ON,LOCAL,CA,6,4 years,https://www.ajax.ca/en/inside-townhall/council-members.aspx,2022-10-31 00:00:00+00,,https://election.ajax.ca/,FALSE,FALSE
5229,4825,Thunder Bay City Council,ON,LOCAL,CA,12,4 years,https://www.thunderbay.ca/en/city-hall/city-council-thunder-bay.aspx,2022-10-24 00:00:00+00,,,FALSE,FALSE
5231,5126,Richmond Hill Town Council,ON,LOCAL,CA,8,4 years,https://www.richmondhill.ca/en/our-services/Mayor-and-Council.aspx,2022-10-31 00:00:00+00,,,FALSE,FALSE
5238,4852,Laval Mayor,QC,LOCAL,CA,1,4 years,https://www.laval.ca/maire-de-laval/Pages/Fr/accueil.aspx,2025-11-02 00:00:00+00,,,FALSE,FALSE
5244,1010,Denver Mayor,CO,LOCAL,US,1,4 years,http://www.denvergov.org/content/denvergov/en/mayors-office.html,2023-05-02 00:00:00+00,All,,FALSE,FALSE
5246,525,Orlando City Council,FL,LOCAL,US,6,4 years,https://www.orlando.gov/Our-Government/Mayor-City-Council,2023-11-07 00:00:00+00,Even numbered seats,,FALSE,FALSE
5263,536,Colorado Springs Mayor,CO,LOCAL,US,1,4 years,https://coloradosprings.gov/mayors-office,2023-04-04 00:00:00+00,,,FALSE,FALSE
5311,949,Paterson Mayor,NJ,LOCAL,US,1,4 years,https://www.patersonnj.gov/department/index.php?structureid=2,2026-05-12 00:00:00+00,At large council seats and Mayor,,FALSE,FALSE
5318,194,Philadelphia City Commissioners,PA,LOCAL,US,3,,https://www.philadelphiavotes.com/,2023-11-07 00:00:00+00,,,FALSE,FALSE
5322,3314,El Cajon City Council,CA,LOCAL,US,5,4 years,https://www.cityofelcajon.us/your-government/elected-officials/city-council,2022-11-08 00:00:00+00,Mayor & District 1,,FALSE,FALSE
5328,643,Providence City Council,RI,LOCAL,US,15,4 years,https://council.providenceri.gov/councilors/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5331,747,Washington Mayor,DC,LOCAL,US,1,4 years,https://mayor.dc.gov/,2022-11-08 00:00:00+00,"Mayor, At Large, and districts 1, 3, 5, and 6",,FALSE,FALSE
5332,133,Oakland Mayor,CA,LOCAL,US,1,4 years,https://www.oaklandca.gov/officials,2022-11-08 00:00:00+00,,,FALSE,FALSE
5333,3273,Mayor of Clarksville,TN,LOCAL,US,1,4 years,https://www.cityofclarksville.com/283/Mayors-Office,2022-11-08 00:00:00+00,"Mayor and 1, 2, 5, 6, 7, 10\n",https://mcgtn.org/election,FALSE,FALSE
5334,2569,Kansas Lieutenant Governor,KS,STATE,US,1,,https://governor.kansas.gov/about-the-office/lt-governor/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5335,2561,Connecticut Lieutenant Governor,CT,STATE,US,1,,https://portal.ct.gov/office-of-the-lt-governor,2022-11-08 00:00:00+00,,,FALSE,FALSE
5337,2563,Georgia Lieutenant Governor,GA,STATE,US,1,,https://ltgov.georgia.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5339,2565,Iowa Lieutenant Governor,IA,STATE,US,1,,https://ltgovernor.iowa.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5340,2564,Hawaii Lieutenant Governor,HI,STATE,US,1,,http://ltgov.hawaii.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5341,2566,Idaho Lieutenant Governor,ID,STATE,US,1,,https://lgo.idaho.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5342,2587,South Carolina Lieutenant Governor,SC,STATE,US,1,,https://governor.sc.gov/lieutenant-governor,2022-11-08 00:00:00+00,,,FALSE,FALSE
5343,2586,Pennsylvania Lieutenant Governor,PA,STATE,US,1,,https://www.governor.pa.gov/about/lieutenant-governor/,2022-11-08 00:00:00+00,Odd-numbered Senators elected in 2020 had their terms limited to 2 years due to redistricting. They will serve out the remainder of their term in new districts.,,FALSE,FALSE
5344,1074,Louisville Mayor,KY,LOCAL,US,1,4 years,https://louisvilleky.gov/government/mayor-greg-fischer,2022-11-08 00:00:00+00,Odd numbered districts,,FALSE,FALSE
5345,2557,Alabama Lieutenant Governor,AL,STATE,US,1,,https://ltgov.alabama.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5346,2556,Alaska Lieutenant Governor,AK,STATE,US,1,,https://ltgov.alaska.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5348,2871,Augusta Mayor,GA,LOCAL,US,1,4 years,https://www.augustaga.gov/,2022-11-08 00:00:00+00,"Mayor and districts 2, 4, 6, 8, and 10",,FALSE,FALSE
5352,2582,Nevada Lieutenant Governor,NV,STATE,US,1,,http://ltgov.nv.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5353,967,Ottawa Mayor,ON,LOCAL,CA,1,,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2022-11-14 00:00:00+00,All,,FALSE,FALSE
5355,941,Alabama State Senate,AL,STATE,US,35,4 years,http://www.legislature.state.al.us/aliswww/ISD/Splash_Senate.aspx,2022-11-08 00:00:00+00,,,FALSE,FALSE
5371,2856,Common Council of Evansville,IN,LOCAL,US,9,4 years,https://www.evansvillegov.org/city/department/division.php?structureid=66,2023-11-07 00:00:00+00,,https://www.evansvillegov.org/county/department/division.php?structureid=161,FALSE,FALSE
5374,820,Michigan Governor,MI,STATE,US,1,4 years,https://www.michigan.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5375,375,Maryland Governor,MD,STATE,US,1,4 years,https://governor.maryland.gov/,2022-11-08 00:00:00+00,,,FALSE,FALSE
5381,2571,Louisiana Lieutenant Governor,LA,STATE,US,1,,https://www.crt.state.la.us/lt-governor/index,2023-10-14 00:00:00+00,"A general election, if necessary for either office, will occur on November 18.",https://www.sos.la.gov/ElectionsAndVoting/PublishedDocuments/ElectionsCalendar2023.pdf,FALSE,FALSE
