id,name_formal,state,gov_type,country_code,official_count,term_length,url,upcoming_election,ue_remarks,ue_url_1,special,runoff,lat,lon,next_election_display
8071,Attorney General of Vermont,VT,STATE,US,1,2 years,https://ago.vermont.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Vermont_Attorney_General_election,_2022",f,f,44.048746227280354,-72.80961917426774,"Nov 08, 2022"
8111,Attorney General of Wisconsin,WI,STATE,US,1,4 years,https://www.doj.state.wi.us/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Wisconsin_Attorney_General_election,_2022",f,f,43.737902603063965,-89.0538189103974,"Nov 08, 2022"
8402,Augusta Commission & Mayor,GA,LOCAL,US,10,4 years,https://www.augustaga.gov/652/Augusta-Commission,2022-11-08 05:00:00+00:00,"Mayor and districts 2, 4, 6, 8, and 10",,f,f,33.40589466064677,-82.05546598991702,"Nov 08, 2022"
5348,Augusta Mayor,GA,LOCAL,US,1,4 years,https://www.augustaga.gov/,2022-11-08 05:00:00+00:00,"Mayor and districts 2, 4, 6, 8, and 10",,f,f,33.40589466064677,-82.05546598991702,"Nov 08, 2022"
8756,Austin City Council,TX,LOCAL,US,11,4 years,https://www.austintexas.gov/government,2022-11-08 05:00:00+00:00,"Mayor and districts 1, 3, 5, 8, 9",,f,f,30.296500374735896,-97.7471465117689,"Nov 08, 2022"
8442,Bakersfield City Council & Mayor,CA,LOCAL,US,7,4 years,https://www.bakersfieldcity.us/gov/elected_officials/city_council.htm,2022-11-08 05:00:00+00:00,"Districts 1, 3, 4",,f,f,35.34229184579696,-119.04479363212687,"Nov 08, 2022"
5908,Bend City Council,OR,LOCAL,US,7,4 years,https://www.bendoregon.gov/government/city-council,2022-11-08 05:00:00+00:00,"Mayor, positions 5-6",,f,f,44.0562205741533,-121.30871846581343,"Nov 08, 2022"
8528,Berkeley City Council & Mayor,CA,LOCAL,US,8,4 years,https://www.cityofberkeley.info/ContentDisplay.aspx?id=9818,2022-11-08 05:00:00+00:00,"Districts 1, 4, 7, 8",,f,f,37.8706502911583,-122.27230884552117,"Nov 08, 2022"
8372,Burbank City Council,CA,LOCAL,US,5,4 years,https://www.burbankca.gov/elected-officials,2022-11-08 05:00:00+00:00,,,f,f,34.18796535880142,-118.32341480691709,"Nov 08, 2022"
7769,California Commissioner of Insurance,CA,STATE,US,1,4 years,http://www.insurance.ca.gov/,2022-11-08 05:00:00+00:00,,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
5594,California Governor & Lieutenant Governor,CA,STATE,US,1,4 years,https://www.gov.ca.gov/,2022-11-08 05:00:00+00:00,,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
7768,California Secretary of State,CA,STATE,US,1,4 years,https://www.sos.ca.gov/,2022-11-08 05:00:00+00:00,,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
6166,California Senate,CA,STATE,US,40,4 years,https://www.senate.ca.gov/,2022-11-08 05:00:00+00:00,Even numbered seats,"https://ballotpedia.org/California_State_Senate_elections,_2022",f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
8390,California State Assembly,CA,STATE,US,80,2 years,https://www.assembly.ca.gov/assemblymembers,2022-11-08 05:00:00+00:00,All,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
6978,California State Controller,CA,STATE,US,1,4 years,http://www.sco.ca.gov/,2022-11-08 05:00:00+00:00,,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
7256,California State Treasurer,CA,STATE,US,1,4 years,http://www.treasurer.ca.gov/,2022-11-08 05:00:00+00:00,,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
7044,California Superintendent of Public Instruction,CA,STATE,US,1,4 years,https://www.cde.ca.gov/eo/,2022-11-08 05:00:00+00:00,,,f,f,35.50737287374408,-119.30043098845317,"Nov 08, 2022"
8565,Cape Coral City Council,FL,LOCAL,US,8,4 years,https://www.capecoral.gov/government/city_government/city_council/index.php#.WULh1Te1tpi,2022-11-08 05:00:00+00:00,,,f,f,26.64441726162717,-81.99571783347689,"Nov 08, 2022"
8452,Carlsbad City Council,CA,LOCAL,US,5,4 years,https://www.carlsbadca.gov/city-hall/city-council,2022-11-08 05:00:00+00:00,,http://www.carlsbadca.gov/cityhall/clerk/voter.asp,f,f,33.12431704783885,-117.28717647250076,"Nov 08, 2022"
6732,Chandler City Council,AZ,LOCAL,US,7,4 years,https://www.chandleraz.gov/government/mayor-and-council?pageid=245,2022-11-08 05:00:00+00:00,4 council seats (includes mayoral seat),https://recorder.maricopa.gov/electionresults/citiestowns.aspx,f,f,33.28267519144484,-111.8516918483827,"Nov 08, 2022"
8613,Chesapeake City Council,VA,LOCAL,US,9,4 years,https://www.cityofchesapeake.net/government/council.htm,2022-11-08 05:00:00+00:00,5 seats,,f,f,36.677744495708,-76.3024182871377,"Nov 08, 2022"
8424,Chula Vista City Council,CA,LOCAL,US,5,4 years,https://www.chulavistaca.gov/departments/mayor-council,2022-11-08 05:00:00+00:00,"Mayor, districts 1 and 2",https://www.chulavistaca.gov/departments/city-clerk/elections,f,f,32.626633735837274,-117.02530545082641,"Nov 08, 2022"
8434,City of Coral Springs Commission,FL,LOCAL,US,5,"Mayor: 2 years,  Commissioners: 4 years",https://www.coralsprings.org/Government/City-Commission,2022-11-08 05:00:00+00:00,"Mayor, at-large seats 2 and 4",,f,f,26.270175600030534,-80.2592232702004,"Nov 08, 2022"
6247,Clarksville City Council,TN,LOCAL,US,12,4 years,https://www.cityofclarksville.com/522/City-Council,2022-11-08 05:00:00+00:00,"Mayor and 1, 2, 5, 6, 7, 10\n",https://mcgtn.org/election,f,f,36.570895838216764,-87.35483919900592,"Nov 08, 2022"
8441,Cole County Commission,MO,LOCAL,US,3,4 years,https://colecounty.org/324/County-Commission,2022-11-08 05:00:00+00:00,,,f,f,38.521610124679036,-92.29100562115902,"Nov 08, 2022"
6192,College Station City Council,TX,LOCAL,US,7,4 years,https://www.cstx.gov/departments___city_hall/council,2022-11-08 05:00:00+00:00,"Three at-large seats (Place 1, Place 2, and Mayor).",https://www.cstx.gov/departments___city_hall/elections,f,f,30.58527489059805,-96.29594551013676,"Nov 08, 2022"
7267,Colorado Attorney General,CO,STATE,US,1,4 years,https://coag.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Colorado_Attorney_General_election,_2022",f,f,39.51319188657724,-105.2077729926227,"Nov 08, 2022"
8381,Colorado Governor & Lieutenant Governor,CO,STATE,US,1,4 years,https://www.colorado.gov/governor/,2022-11-08 05:00:00+00:00,,,f,f,39.51319188657724,-105.2077729926227,"Nov 08, 2022"
6801,Colorado House of Representatives,CO,STATE,US,65,2 years,https://leg.colorado.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Colorado_House_of_Representatives_elections,_2020",f,f,39.51319188657724,-105.2077729926227,"Nov 08, 2022"
7777,Colorado Secretary of State,CO,STATE,US,1,4 years,https://www.sos.state.co.us/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Colorado_Secretary_of_State_election,_2022",f,f,39.51319188657724,-105.2077729926227,"Nov 08, 2022"
6803,Colorado State Senate,CO,STATE,US,35,4 years,https://leg.colorado.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Colorado_State_Senate_elections,_2022",f,f,39.51319188657724,-105.2077729926227,"Nov 08, 2022"
7268,Colorado State Treasurer,CO,STATE,US,1,4 years,https://treasury.colorado.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Colorado_Treasurer_election,_2022",f,f,39.51319188657724,-105.2077729926227,"Nov 08, 2022"
8366,Commonwealth of the Northern Mariana Islands Attorney General,MP,STATE,US,1,4 years,http://cnmioag.org,2022-11-08 05:00:00+00:00,,https://en.wikipedia.org/wiki/2022_United_States_attorney_general_elections,f,f,16.817085397243968,145.5957224361839,"Nov 08, 2022"
4986,Concord City Council,CA,LOCAL,US,5,4 years,http://www.cityofconcord.org/237/Mayor-City-Council,2022-11-08 05:00:00+00:00,,http://www.cityofconcord.org/page.asp?pid=1012,f,f,37.96969494663151,-122.00959901860332,"Nov 08, 2022"
7077,Connecticut Comptroller,CT,STATE,US,1,4 years,https://www.osc.ct.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Connecticut_Comptroller_election,_2022",f,f,41.502355107116,-72.87082092850571,"Nov 08, 2022"
8376,Connecticut Governor & Lieutenant Governor,CT,STATE,US,1,4 years,https://portal.ct.gov/governor,2022-11-08 05:00:00+00:00,,,f,f,41.502355107116,-72.87082092850571,"Nov 08, 2022"
6373,Connecticut House of Representatives,CT,STATE,US,151,2 years,https://www.cga.ct.gov/asp/menu/house.asp,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Connecticut_House_of_Representatives_elections,_2022",f,f,41.502355107116,-72.87082092850571,"Nov 08, 2022"
7799,Connecticut Secretary of the State,CT,STATE,US,1,4 years,https://portal.ct.gov/sots,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Connecticut_Secretary_of_State_election,_2022",f,f,41.502355107116,-72.87082092850571,"Nov 08, 2022"
6778,Connecticut Senate,CT,STATE,US,36,2 years,https://www.cga.ct.gov/asp/menu/Senate.asp,2022-11-08 05:00:00+00:00,,,f,f,41.502355107116,-72.87082092850571,"Nov 08, 2022"
3056,Cook County Board of Commissioners & President,IL,LOCAL,US,17,4 years,https://www.cookcountyil.gov/board-of-commissioners,2022-11-08 05:00:00+00:00,,,f,f,41.85745253585944,-87.76447003194308,"Nov 08, 2022"
6214,Corona City Council,CA,LOCAL,US,5,4 years,https://www.coronaca.gov/about-us/city-council,2022-11-08 05:00:00+00:00,"Districts 1, 4, 5",,f,f,33.86484067094828,-117.56896005196286,"Nov 08, 2022"
6429,Corpus Christi City Council,TX,LOCAL,US,9,2 years,https://www.cctexas.com/departments/mayor-and-city-council,2022-11-08 05:00:00+00:00,,,f,f,27.730889895296087,-97.38482852142488,"Nov 08, 2022"
8520,Costa Mesa City Council,CA,LOCAL,US,7,4 years,https://www.costamesaca.gov/city-hall/city-council,2022-11-08 05:00:00+00:00,,https://www.costamesaca.gov/city-hall/city-departments/city-clerk/city-elections/city-elections-2020,f,f,33.66222963517843,-117.91466307722602,"Nov 08, 2022"
8845,Daly City Council,CA,LOCAL,US,5,4 years,https://www.dalycity.org/409/City-Council,2022-11-08 05:00:00+00:00,3 seats,,f,f,37.6862644693961,-122.4684605662521,"Nov 08, 2022"
6404,Davie Town Council,FL,LOCAL,US,5,4 years,https://www.davie-fl.gov/151/Mayor-Town-Council,2022-11-08 05:00:00+00:00,All,,f,f,26.078773356505508,-80.2803865746192,"Nov 08, 2022"
6431,Delaware House of Representatives,DE,STATE,US,41,2 years,https://legis.delaware.gov/Chambers/House/AssemblyMembers,2022-11-08 05:00:00+00:00,,,f,f,39.35061675253574,-75.53861813862346,"Nov 08, 2022"
6992,Delaware State Auditor,DE,STATE,US,1,4,https://auditor.delaware.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Delaware_Auditor_election,_2022",f,f,39.35061675253574,-75.53861813862346,"Nov 08, 2022"
6785,Delaware State Senate,DE,STATE,US,21,4 years,https://legis.delaware.gov/,2022-11-08 05:00:00+00:00,All seats up for election,,f,f,39.35061675253574,-75.53861813862346,"Nov 08, 2022"
7304,Delaware State Treasurer,DE,STATE,US,1,4,https://treasurer.delaware.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Delaware_Treasurer_election,_2022",f,f,39.35061675253574,-75.53861813862346,"Nov 08, 2022"
6100,Downey City Council,CA,LOCAL,US,5,4 years,https://www.downeyca.org/our-city/mayor-city-council/,2022-11-08 05:00:00+00:00,Even districts,,f,f,33.937101068111325,-118.13229547747979,"Nov 08, 2022"
5322,El Cajon City Council,CA,LOCAL,US,5,4 years,https://www.cityofelcajon.us/your-government/elected-officials/city-council,2022-11-08 05:00:00+00:00,Mayor & District 1,,f,f,32.799275935205074,-116.95415515243731,"Nov 08, 2022"
6523,El Monte City Council,CA,LOCAL,US,5,4 years (2 years for mayor),http://www.ci.el-monte.ca.us/Government/ElectedOfficials/CityCouncil.aspx,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/El_Monte,_California",f,f,34.07391966327389,-118.02907197081812,"Nov 08, 2022"
8444,El Paso City Council & Mayor,TX,LOCAL,US,8,4 years,https://www.elpasotexas.gov/government.asp,2022-11-08 05:00:00+00:00,"1, 5, 6, 8",,f,f,31.81259694520697,-106.40150162466333,"Nov 08, 2022"
6585,Elk Grove City Council,CA,LOCAL,US,5,4 years (2 years for mayor),http://www.elkgrovecity.org/cms/One.aspx?portalId=109669&pageId=119957,2022-11-08 05:00:00+00:00,"Districts 2, 4 and mayor",http://www.elkgrovecity.org/city_hall/city_government/city_clerk/election_information,f,f,38.41657016080675,-121.39719552839787,"Nov 08, 2022"
4384,Escondido City Council,CA,LOCAL,US,5,4 years,https://www.escondido.org/city-council.aspx,2022-11-08 05:00:00+00:00,"Mayor, 1, 2",,f,f,33.13126464789142,-117.06831151950773,"Nov 08, 2022"
8823,Fairfax City Council,VA,LOCAL,US,6,2 years,https://www.fairfaxva.gov/government/mayor-city-council,2022-11-08 05:00:00+00:00,All positions,,f,f,38.85298853648394,-77.2999048511569,"Nov 08, 2022"
8519,Fairfield City Council,CA,LOCAL,US,7,4 years,https://www.fairfield.ca.gov/government/city-council/city-councilmembers,2022-11-08 05:00:00+00:00,,,f,f,38.2593771716569,-122.04428243224524,"Nov 08, 2022"
7807,Florida Chief Financial Officer,FL,STATE,US,1,4,https://www.myfloridacfo.com/division/cfo/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Florida_Chief_Financial_Officer_election,_2022",f,f,27.822319567897868,-81.6626342845549,"Nov 08, 2022"
7808,Florida Commissioner of Agriculture and Consumer Services,FL,STATE,US,1,4,https://www.fdacs.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Florida_Agriculture_Commissioner_election,_2022",f,f,27.822319567897868,-81.6626342845549,"Nov 08, 2022"
6459,Florida Governor & Lieutenant Governor,FL,STATE,US,1,4 years,http://www.flgov.com/,2022-11-08 05:00:00+00:00,,https://dos.myflorida.com/elections/,f,f,27.822319567897868,-81.6626342845549,"Nov 08, 2022"
8782,Florida House of Representatives,FL,STATE,US,120,2 years,https://www.myfloridahouse.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Florida_House_of_Representatives_elections,_2022",f,f,27.822319567897868,-81.6626342845549,"Nov 08, 2022"
8781,Florida Senate,FL,STATE,US,40,4 years,https://www.flsenate.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Florida_State_Senate_elections,_2022",f,f,27.822319567897868,-81.6626342845549,"Nov 08, 2022"
